"","BLUSH","DAISY","EAGLE","ELBOW","FENCE","FILMS","FLAGS","FOGGY","HUMAN","HUMOR","IMAGE","INTRO","IVORY","JUROR","KAYAK","LAKES","LASSO","LILAC","MAGIC","NURSE","ORBIT","PATCH","POETS","RADIO","RELIC","REMIX","RODEO","SCOPE","SHAWL","TANGO","TOPAZ","VENUE","VIDEO","VISTA","WALTZ","XEROX"
"APOE",0.34011911675,0.151906893,-1.02291867975,-1.01427353325,-1.5350731625,-0.38800120325,0.05151996375,0.452495844,-0.810387083,0.17841469875,-1.26023078075,0.08459719925,-0.2814175325,-0.465225076,-0.70080279875,1.112278682,-0.21072763075,0.23200222975,-1.16446350925,0.03112346225,-0.2229706045,-0.5351907195,0.47797680025,-0.44926784125,0.07144054575,-0.7054092465,-1.77245446125,-0.32736319425,-0.7898114915,0.430727372,0.14225475,0.19310873175,-0.37218518925,-0.40552720075,-0.80476760525,-0.378817911
"APP",0.224344699,0.271043818,-1.021413886,1.392287598,-0.529682905,-0.859914953,-0.699510398,1.049429452,-0.529424516,-0.122909671,-1.493264857,-0.176648801,0.315751724,1.144930756,-0.665385097,-0.203000313,0.012374378,-0.512017839,-0.615558836,1.293600686,0.906458591,-0.258573581,-0.154576012,-0.564195444,2.325046031,-0.17108026,-1.455955138,-0.030578348,-0.95008093,0.305864509,1.565433252,1.084705117,0.083069227,-0.478606289,0.047388783,-0.545945772
"AREG",1.579210897,-0.161263426,-1.008585708,1.695444993,-0.829093192,-1.113675499,-0.375264536,-0.884315421,-0.276593604,-1.178023368,-1.643716568,1.972829704,0.378199647,1.05627078,-0.854149134,-1.66528474,-0.21078948,0.145790668,-0.096410142,-0.989333464,0.961502488,-1.693179943,0.53684864,2.017653127,2.266766875,0.742136865,0.449414976,0.006819879,1.288075383,0.313574938,1.834742301,0.673889019,0.063782066,-1.051896377,0.0329006,1.166220248
"ARG1",-0.190783016,0.039810854,0.269070388,-0.706251837,-0.089153268,0.353717036,0.146474729,-0.018569598,0.039877086,0.25727784,0.274271522,-0.34218452,-0.09439301,-0.494577597,0.362027986,0.219201668,0.053955195,0.224657131,0.102711462,-0.038254016,-0.225517828,0.114069538,-0.095192979,-0.25687814,-0.238424581,-0.108547923,0.03044691,0.11344665,-0.073804727,-0.097032481,-0.646336523,-0.187130044,-0.111208477,0.161450873,-0.052332834,-0.111451722
"ARID3A",1.469202294,0.00702252,-0.737377073,1.79021438,-0.228131407,-0.845782086,-0.163593017,-0.533493486,-0.421022618,-0.97596831,-1.528756922,1.707325763,0.349383111,1.017843542,-0.463576943,-1.670931129,-0.213359075,0.027509849,0.002256856,-0.717175448,0.428352091,-0.994947952,0.385255766,1.630518704,1.572582664,0.681767694,0.565997861,0.096805001,0.855023615,0.201031429,1.848321418,0.682760058,0.166574647,-0.908393047,0.157078543,0.975373568
"ARPP19",-0.280049862,-0.085243982,-1.055291154,0.646511825,-0.717439035,-1.128706281,-1.017692956,0.607419992,-0.240947208,-0.164636722,-1.50393469,-0.28889567,-0.219486161,0.783368478,-0.703484502,-0.264536599,0.061204976,-0.054974138,-1.016749942,1.378094733,0.855265494,-0.13463986,-0.357872782,-0.341205895,1.757750781,-0.211396636,-1.382317196,-0.210336196,-0.626695934,0.31908843,0.694434416,0.666354802,0.234982667,-0.453675444,-0.282799652,-0.473589574
"ARSA",-0.170892902,-0.594710247,0.376664296,-1.423298396,-0.812177056,-0.493169625,0.051903637,-0.352179863,-0.16442748,0.152605015,0.560027372,-0.149111562,-0.052986887,-0.751634423,-0.432334515,0.90914657,0.07655277,-0.665456991,-0.244467084,0.608944727,-0.093442301,-0.107790499,-0.602825235,-1.066892635,0.209053123,-0.733345142,-0.659215163,0.258306875,-0.101879614,0.03791533,-0.164612707,0.191246725,-0.313356607,-0.404938655,-0.499004191,-0.118093166
"ARSB",0.208295691,0.135866215,0.05002153,-0.462239109,0.036000703,0.482486931,0.225726261,-0.12417162,0.088768178,-0.02150738,0.215880063,1.635374476,-0.038807035,-0.181100393,0.269097091,-0.171066322,0.121199762,0.078864259,0.175669582,-0.069467955,-0.199009494,-0.191188119,0.068878442,0.151185742,-0.132136596,-0.322501617,0.315073703,0.009262371,0.1429873,-0.044461997,-0.106215392,-0.382960355,0.000763244,-0.275951997,0.003752135,0.006080915
"ARTN",0.164673569,0.124449073,0.285871825,-0.550159972,-0.032500636,0.551455782,0.210056968,-0.033108684,0.012794029,0.105960883,-0.098665238,0.178296137,-0.157193346,-0.418992921,0.123961716,-0.112173167,0.100555831,0.030924159,0.144487553,-0.301206386,-0.374736318,-0.035177577,0.108401192,-0.092979613,-0.488033808,0.317354354,0.350162925,-0.310348425,0.073430106,-0.110661186,-0.32347026,-0.318772781,-0.224189804,0.197127078,-0.039856909,0.086417302
"ASAH2",-0.891538247,-0.41072222,0.417826771,-1.70800387,-1.342718036,0.226201978,-0.296711777,-0.399090993,-0.591847008,-0.07609371,-0.935948582,-0.056813741,-0.120720897,-0.939463842,-0.751886066,-0.809425135,-0.458914793,-0.89141534,-0.625574678,-0.136275947,-1.384903291,-1.283590474,-0.078743623,-0.601671434,-1.612086844,-0.414204191,0.055851284,-0.346280302,-1.203227761,-0.14418925,-0.502482705,-2.026233866,-1.422866353,-1.655365943,-0.196391393,-0.584856569
"ASGR1",0.071887587,0.085275835,0.094144439,-0.149966643,0.062683728,0.165080443,0.247284072,-0.066801816,0.035046947,0.064895084,0.060506686,0.018196046,0.073095381,-0.196716509,0.038873631,-0.049862944,0.133194348,0.072918613,0.109847181,0.061959043,-0.234606332,0.03603803,-0.006876129,-0.044510505,-0.245052448,-0.179424973,0.149108549,-0.048873837,-0.012063368,-0.066342495,-0.260980747,-0.096683087,0.042315359,-0.119611768,-0.001594579,-0.011424519
"ATP5B",0.489257849,-0.248138756,-0.338855423,1.53415077,-0.07589014,0.279599249,-0.053730073,-0.082473216,-0.332627701,-0.768089664,-0.884270175,0.463240057,-0.040553948,0.286732062,-0.304599764,-1.220474613,-0.298989889,0.175998969,-0.606032721,-1.234845329,-0.188787198,-1.24649937,0.143098803,0.940763679,0.198668498,0.251865378,0.343638799,-0.096085734,-0.096129216,0.059732599,0.550709029,0.18161369,0.212159555,-0.27644954,0.404942816,-0.23889394
"AURKA",-0.031978519,0.093080559,0.244164882,-0.21454604,-0.003588714,0.183728635,0.317338509,-0.101508084,0.044342234,0.116778534,0.210821431,0.309434904,-0.099608715,-0.275991007,0.033361263,0.244120434,-0.186481461,0.077003676,-0.053065473,0.018844471,-0.151054531,0.34500988,0.242894575,-0.378732236,-0.841662581,-0.188520919,-0.098314766,0.232462854,-0.253378439,-0.1637496,-0.412401564,0.042127897,0.01836683,0.243917043,-0.049775774,-0.074344722
"AURKB",-0.170740129,0.045478549,0.230106603,-0.314610011,0.041738968,0.201542019,-0.052549,0.034306122,-0.024432337,0.222834943,0.288185036,-0.306181996,-0.037302981,-0.177319734,0.121826234,0.263391111,-0.002325053,0.135896446,-0.062482656,0.033084188,-0.120492316,0.182627367,-0.100968304,-0.198308401,-0.22691498,-0.124306195,-0.162979428,-0.011204897,-0.085361319,-0.109817151,-0.420331799,-0.085975935,0.049124511,0.160104392,0.036575486,-0.117664353
"AZU1",1.464420969,-0.086264001,-0.786669044,1.332652857,-0.467326913,-0.97222162,-0.110888575,-0.540118847,-0.356962593,-1.04675445,-1.323331495,1.579374262,0.598621901,0.819712398,-0.772492807,-1.484208592,-0.143744296,0.144735093,-0.156213589,-0.772932952,0.532406856,-1.202690568,0.42483757,1.701396645,1.456967465,0.474717898,0.353670337,-0.085895914,0.845046377,0.208184783,1.501440735,0.509693576,0.337085778,-0.738818767,0.230934818,0.895906289
"B2M",0.081115887,0.188497606,0.332104701,-0.324030493,0.199016912,0.155690503,0.331944265,0.253589778,0.170493151,0.197376726,0.015282492,-0.729159854,0.537707013,-0.138980595,0.195787727,0.241250613,-0.019737639,-0.012731922,0.30732142,-0.00675891,-0.005916582,0.575398816,0.088330412,-0.078967473,0.438470806,-0.375018467,0.255721209,0.457635248,0.75575439,0.088117076,-0.535887672,0.044826745,0.015472373,0.159374601,0.151365532,-0.502976137
"BCAM",0.14960659,-0.065097733,0.36486542,-0.884831697,-0.144539831,0.547646027,0.304587021,0.045965535,-0.038701724,-0.070944244,0.065221996,-0.388378435,0.089585898,-0.568875813,0.107187705,0.081402736,-0.094545183,0.094252407,0.439989417,-0.294145683,-0.471051547,0.481262688,-0.010945684,-0.283019933,-0.365004355,-0.188430313,0.42971793,0.082549765,0.035112326,0.004541464,-0.461059077,-0.29779889,-0.481297362,-0.416376461,0.043054641,0.116266901
"BCAN",0.790564676,0.089979375,-0.023750154,0.337886353,-0.052332796,0.090586805,0.260509121,-0.110962851,0.197114224,-0.100651622,-0.189343693,0.247032252,0.182782178,0.250856803,-0.014418733,-0.078839726,-0.074466017,0.184706045,0.280268943,-0.293241985,0.343966519,-0.318458564,0.291313918,0.613788672,0.058021172,0.200270534,0.373052437,0.108315512,0.706470805,-0.030074682,0.213037962,0.094722255,-0.161174075,-0.29509061,0.001858459,0.60807974
"BCAR3",0.419546932,-0.15393359,0.0045957,0.36790826,0.080646856,0.020458966,0.323162669,-0.104109527,-0.186615366,-0.361482293,-0.214777503,-0.271794753,0.182943695,0.068752476,-0.283536441,-0.654049239,-0.092515609,0.589499985,-0.021989741,-0.706378982,-0.342743706,-0.243492866,0.043662996,0.784332997,0.002761895,0.109616953,0.29478254,-0.03411747,0.293112034,-0.161075199,0.018348443,0.03023302,0.293597574,0.030222447,0.432504143,0.164153786
"BCL2",1.80151902,-0.125973774,-0.781324553,1.677410048,-0.544590103,-0.964351638,-0.158150717,-0.877073428,-0.261690565,-1.205869019,-1.265072438,1.976670023,0.344058441,0.821879694,-0.72121528,-1.536982356,-0.272591296,0.145156981,-0.083070636,-0.987544003,0.245148235,-1.69790147,0.518179518,0.683981566,1.396669447,0.037392649,0.631470847,-0.021225017,1.288106902,0.2183697,1.631759966,0.594506989,0.132942688,-0.735802224,-0.012487884,1.247791805
"BCL2A1",0.61459858,0.051187045,-0.260211127,0.912489916,-0.133141018,-0.520650133,-0.042612039,-0.228517962,0.034594087,-0.14656585,-0.49645011,0.299333014,0.065647714,0.3322766,-0.006456398,-0.194237695,-0.00437818,-0.09526359,-0.017709452,0.018323245,0.118559448,-0.337118606,0.181289575,0.305401924,0.573357229,0.106681865,-0.151912583,-0.009130714,0.25839457,0.130343342,0.725108117,0.311675473,0.153823575,-0.239477021,-0.112647139,0.125958257
"BCL2L1",0.117446308,-0.368968564,-0.73167227,0.252289912,-0.667553572,-1.073836538,-0.969123527,-0.071182145,-0.22560775,-0.177304532,-1.2957916,0.305007559,-0.353636955,0.770289632,-0.420674539,-0.461646212,0.024637279,-0.736642446,-0.750594737,0.759961477,1.031296969,-0.367857517,-0.385253275,-0.060926931,1.548789845,0.060765322,-1.000214148,-0.238317028,-0.18416459,0.286201418,0.642173032,0.648751737,0.196867542,-0.435982917,-0.272086044,-0.07862655
"BDNF",-0.170518202,-0.004416256,-0.941835091,0.983258058,-0.449543907,-0.62008258,-0.530085599,0.809825415,-0.522338425,-0.399994195,-1.331664324,0.043295073,0.236002853,1.106890438,-0.872165027,-0.401590178,0.041910173,-0.356128684,-0.893935557,0.796967461,0.64626506,-0.194169262,-0.194166013,-0.366208656,1.421695372,-0.024757125,-1.063049425,-0.320692343,-0.893107668,0.140750754,0.895378108,0.723354501,0.311219783,-0.380159329,0.336225712,-0.494343848
"BGN",0.102168573,-0.019292956,0.44832667,-0.21166744,0.118329549,0.566197561,0.762867458,0.062407853,-0.114918263,0.052149933,-0.598269226,-0.022287638,0.380124937,-0.747364333,0.314824892,-0.168592128,0.004715861,-0.730379048,0.728036099,-0.490577604,-0.831071245,0.177242999,0.166955146,0.510192406,-0.073176581,-0.233214204,0.986983638,0.370929204,0.453950003,0.137371043,-0.084202568,-0.301304779,-0.112225892,-1.001077768,-0.017911546,0.066141393
"BIRC3",0.391020618,0.081430658,-0.09966425,0.087563032,0.061147027,-0.095235223,-0.023295167,-0.066252113,0.00621629,-0.03866162,0.12048237,0.276057867,-0.054122785,-0.583631601,-0.23705792,-0.045049208,0.030906042,0.07685477,-0.05673626,-0.119162661,-0.066357262,0.162409289,0.121257717,0.199875549,-0.557242763,-0.034179076,-0.097702845,-0.19379865,0.433965872,-0.137188215,0.089441426,0.073651781,0.054467744,-0.054621399,-0.066935501,0.019628807
"BIRC5",0.174257134,-0.037226747,0.13870918,-0.062316641,-0.075106862,0.038998488,0.060660651,-0.153220738,-0.088827026,-0.013565172,0.002191357,0.020031129,0.022159969,-0.202572663,0.180602185,-0.01213959,-0.100914689,0.202771957,-0.061312573,-0.231410056,-0.273141269,-0.258322882,-0.106942451,0.069184609,-0.200095643,-0.126654039,0.009724187,-0.009176646,-0.062207015,-0.098903606,-1.001294477,-0.002308576,0.052866501,0.003136605,0.16062993,-0.08321532
"BIRC7",-0.413277041,0.090063698,0.055632307,0.292436798,0.030980138,0.004073495,0.151164073,0.34129342,-0.0852233,0.271302022,0.12842994,-0.525391504,0.052597857,0.420803345,-0.191347107,0.264946527,0.194219213,0.194700687,0.003066303,0.243766072,-0.124342664,0.280107919,-0.098134318,-0.24210973,-0.17522319,-0.328986688,-0.116114141,-0.067686808,-0.249936905,0.028826035,-0.06395625,0.01232495,0.264029711,0.041820176,0.22262634,-0.23878686
"BMP1",-0.853354659,-0.449570968,-0.127174869,-0.511878387,-0.266334425,0.004998829,-0.147304468,-0.367663277,0.063663608,-0.224438643,-0.030594125,1.427899205,-0.666111568,-0.292124665,-0.342715278,-0.223933254,0.215252664,-0.171493949,-0.692821306,-0.101107849,-0.499346477,0.070133416,-1.050924775,-0.323438368,-1.490020035,-0.293890278,0.219346465,-0.692794405,-0.495797162,-0.329195875,-1.061812001,-0.590459848,-0.458426459,-0.478378637,1.585867012,-0.29893988
"BMP10",-0.173192715,-0.114854427,0.410266678,0.129906989,0.019876323,0.198311863,0.313926487,0.314067298,0.027453602,0.16249372,0.029913886,-0.622896056,0.31544355,-0.01326465,0.029662141,0.257865732,0.076488594,0.026127708,0.586972826,0.102159628,-0.047058805,0.574653161,-0.151523235,-0.306733223,0.266040142,-0.28890506,0.116586434,0.359306607,-0.126298711,-0.086331235,-0.399772498,-0.011068838,-0.097507585,0.209169647,0.150498077,-0.023054012
"BMP6",-0.063972693,-0.12818496,0.384060439,-0.437611766,-0.172979365,0.264656323,0.243160621,-0.033491599,-0.030700495,0.225008988,0.428123599,0.106526086,-0.033917402,-0.452916581,0.4604214,0.053614992,0.023370657,0.13725286,0.13157933,-0.052368299,-0.441454884,0.238235616,-0.039400096,-0.039044439,-0.061840445,-0.211673675,0.405290585,0.24493499,0.130652593,-0.120257438,-0.593052845,-0.294426245,-0.258625861,0.310233202,-0.093080743,-0.016062166
"BMP7",-0.334289312,0.030300663,0.328603684,-0.728687357,0.047730306,-0.016676774,0.311354012,0.134201695,0.002022255,0.18061168,0.59665523,0.347260076,0.053318819,-0.158317585,0.143073782,0.227774667,0.097746099,-0.254328878,0.180769438,0.256490492,-0.150484946,0.592863671,-0.154507698,-0.318466195,-0.270563018,0.120982739,0.066205579,0.077508778,-0.167635885,0.081328055,-0.38533632,-0.130515956,0.104664812,-0.183068217,-0.038596971,0.013821763
"BMPER",0.158085382,0.047339462,0.387185783,0.088088242,-0.101275833,0.139028751,0.161618182,-0.079175246,0.123287046,0.09739126,0.277072717,0.071695191,0.130536683,-0.162764627,0.036809524,0.28140628,0.093301648,0.103382432,-0.062242611,0.017018584,-0.121176837,0.560457259,-0.120181826,-0.153951365,-0.308561399,-0.107209601,0.0692911,0.038329984,0.105403853,-0.067794552,-0.245146168,-0.048482845,0.040433608,0.056526675,-0.048157428,0.102808069
"BMPR1A",-0.001149466,-0.068119154,0.58114079,-1.010750734,0.015944582,0.372696073,0.46429245,-0.048479566,0.292551873,0.914366223,0.609147001,-1.13125802,0.114440972,-0.272015471,0.53304307,0.647501691,0.0382911,0.124622556,0.152234424,0.230114674,-0.00624094,0.515371414,-0.06642289,-0.59896413,-0.348389622,-0.121390734,0.153466088,0.323949021,0.055096129,0.081202666,-0.896432318,-0.189392491,-0.184483757,0.305840151,0.577867265,0.224091209
"BMPR2",-0.280277978,0.003616534,0.325624523,-0.453201634,0.869990143,0.302535223,0.33349463,0.1355265,-0.032006022,0.10028106,0.20244206,-0.113524374,0.0909295,-0.330963453,0.206610795,0.26760766,0.074832419,-0.060169688,0.050554285,0.022179386,-0.331466393,0.212789871,-0.207574226,-0.393851361,-0.213172224,-0.497939438,0.126300319,-0.022400228,-0.131009531,-0.070725419,-0.528472324,-0.61248167,0.044235301,0.803167541,0.008073648,-0.131399334
"BMX",0.767200857,-0.111336337,-0.24268504,0.742437445,-0.071152937,-0.051672288,-0.084268917,-0.136396313,-0.152433684,-0.279371828,-0.557543212,0.549472773,0.092813828,0.451719538,-0.206424692,-0.633044826,-0.03769229,0.176403425,-0.07969877,-0.309371923,0.106535788,-0.461198112,0.129323283,0.740829096,1.175295848,0.078855421,0.116018993,-0.18617761,0.342279121,0.011055189,0.61999983,0.246456815,0.179889894,-0.140408561,0.158262084,0.341139732
"BOC",-0.210577415,0.295327037,0.372897374,-0.583816332,-0.043658613,0.80942703,0.579001055,0.269966553,-0.046132578,0.215817558,0.263382625,-0.585216557,0.412222836,-0.18150979,0.494158169,-0.309042714,-0.313560961,0.087747808,0.744139246,0.191876926,-0.104137253,0.719365454,0.162379199,0.156169265,0.032162502,-0.145890156,0.702539534,0.535810993,0.300684042,-0.033993418,-0.778311089,-0.356156805,-0.395111784,0.248322546,0.090003061,-0.008443077
"BPI",0.837220455,0.188391048,-0.395558843,4.380737753,-0.94137227,-0.71152486,0.602644372,-0.584681575,-0.488451606,-1.197351131,-0.125966371,0.757152231,0.713024414,-0.841253699,-0.618815401,-0.973431762,-0.876582061,-0.108918788,0.696124633,-0.615399441,-0.594721867,-2.004030553,0.792716249,1.365304981,-0.740316176,0.80041938,0.544959322,0.088896156,-0.515057814,-0.190139824,1.230371242,0.124691164,-0.319587394,-0.817135943,0.057191412,0.464828774
"BRF1",1.038760072,0.029635938,-0.247463853,0.38388011,-0.284227486,-0.104097234,0.352564623,-0.445607307,-0.193210966,-0.630144273,-0.557288878,3.295844663,-0.085395653,-0.148934971,-0.192941965,-1.215164723,-0.429874961,0.517998176,0.092693534,-1.247683613,-0.142767359,-1.041462787,0.486945973,1.675134559,-0.256127815,0.490093298,1.1388019,0.018330118,0.755147829,-0.139558579,0.142769694,0.033829618,0.108717428,-0.334362896,0.119851791,-0.058894767
"BSG",0.80082482,-0.551055602,-0.207269973,1.06140599,-0.616409143,-0.430915726,-0.007038946,-0.704123556,-0.157358259,-0.477614616,-0.507790621,1.10333724,-0.184801528,-0.114820056,-0.31633697,-0.726888219,-0.38209499,-0.091537815,-0.733970089,-0.521764031,-0.256048573,-1.130161808,0.033439933,0.78994978,0.282047216,0.020519745,0.251893691,0.11422793,0.246543544,-0.074236099,0.599264089,0.209817783,-0.06977148,-0.1661948,0.126870705,0.240827189
"BST1",-0.353444334,0.07979423,0.342000575,-1.633999573,-0.015921057,0.615148473,0.319748158,0.162197773,-0.049597399,0.219146438,0.454486634,0.211247435,0.068509284,-0.873839306,0.357532173,0.171814026,0.157298208,-0.096036245,0.32861068,0.009790614,-0.497428747,0.634658755,-0.028494624,-0.504664658,-0.718911228,-0.104862966,0.449419476,-0.057109835,0.019540266,0.024497457,-1.16683986,-0.713913198,-0.508882765,-0.451809635,-0.023346297,-0.180016989
"BTK",-0.076139629,-0.342482434,-1.353169723,1.306328161,-0.972287546,-1.312669233,-1.166640345,0.741322324,-0.434650305,-0.318988133,-2.7686415,-0.100251713,-0.494652314,1.180049849,-0.824283384,-0.68771369,0.113717012,-0.694247602,-1.043444898,2.054351294,1.087269232,-0.011546836,-0.513526978,-0.738013012,2.990118938,-0.070481788,-1.643896632,-0.404354289,-1.183293132,0.472913673,1.595755072,0.950614933,0.478838599,-0.562829155,0.057382959,-0.46679598
"C1QA",0.123973058,0.165465683,-0.329463201,-0.244377864,-0.17584288,0.155316949,0.284549751,0.356884993,-0.416674307,-0.056487785,0.073915599,0.010227803,-0.35588885,-0.142460091,0.422199406,0.152517365,-0.000441911,0.184114721,0.143399247,-0.713392149,-0.112635684,-0.087205415,-0.321807268,0.21608284,0.068440823,0.065918554,0.300450892,0.110850443,0.142033998,0.550194105,-0.390790178,-0.044260187,0.070006059,-0.311791075,0.035570073,-0.148789539
"C1QBP",0.084386034,-0.068198047,-0.030012913,0.352378078,-0.021571508,-0.396817854,-0.132626909,-0.152667304,0.118172847,0.17899949,-0.195855887,-0.028020958,0.048672139,-0.001315922,0.008940714,0.008209786,0.117944431,-0.137302413,-0.114695444,0.111227602,0.142197865,0.055925793,-0.012721772,-0.156337211,0.131302905,-0.134482305,-0.489771422,0.094041533,0.005676694,-0.074546563,0.232052188,0.163637004,0.006669294,-0.194376925,-0.090468957,0.0389055
